"subId","estimatedValue","debtAmount","independentValuation","province","postalCode","maxBid"
"SUB-JA-2018-87376",14340,7029.66,0,"gerona","17003",8800
"SUB-JA-2018-87392",237026,59259,0,"barcelona","08224",69827.75
"SUB-JA-2018-87460",88747.33,6551.52,109163.36,"valencia","46410",25000
"SUB-JA-2018-87478",280492.67,174308.8,0,"barcelona","08233",217901
"SUB-JA-2018-87510",80351.35,12937.93,0,"la_coruna","15705",30950.17
"SUB-JA-2018-87562",54946.58,16902.55,0,"sevilla","41440",22223.06
"SUB-JA-2018-87569",56267.63,42407.22,0,"cordoba","14914",48500
"SUB-JA-2018-87598",277695,140814,0,"almeria","04230",109000
"SUB-JA-2018-87613",8000,6321.01,0,"lugo","27002",8217.31
"SUB-JA-2018-87623",170800,72882.05,0,"cordoba","14004",81663.75
"SUB-JA-2018-87654",108850,54694.86,108850,"valencia","46100",60000
"SUB-JA-2018-87659",420000,131966.32,0,"cadiz","11300",210000
"SUB-JA-2018-87662",114565.55,265201.2,114565.55,"guipuzcoa","20400",80196
"SUB-JA-2018-87689",262150,129171.58,0,"barcelona","08290",157290
"SUB-JA-2018-87699",170845,84522.21,170845,"valencia","46006",84523
"SUB-JA-2018-87818",346000,136262.25,0,"madrid","28850",173000
"SUB-JA-2018-87827",454030.55,144671.99,0,"huelva","21003",197048.79
"SUB-JA-2018-87832",150000,60414.99,0,"castellon","12579",50000
"SUB-JA-2018-87857",270000,20550.13,0,"barcelona","08291",33066.5
"SUB-JA-2018-87919",162838.64,228470.94,0,"madrid","28210",308925
"SUB-JA-2018-87963",98610,43439.05,0,"toledo","45500",60430.61
"SUB-JA-2018-87975",116000,61871.66,0,"caceres","10300",79350.76
"SUB-JA-2018-88001",203686.55,101455.73,0,"cadiz","11201",89101.89
"SUB-JA-2018-88013",7000,6660.26,7000,"la_rioja","26200",3703.01
"SUB-JA-2018-88042",291043.35,151487.59,0,"sevilla","41001",145522.68
"SUB-JA-2018-88076",116715,30321.08,0,"la_coruna","15165",40000
"SUB-JA-2018-88082",200000,663868.9,0,"sevilla","41011",200001
"SUB-JA-2018-88085",28343.6,31621.64,0,"barcelona","08130",12466.2
"SUB-JA-2018-88139",36228,6490.46,0,"almeria","04620",9572.18
"SUB-JA-2018-88160",65887.37,18146.97,0,"santa_cruz_de_tenerife","38611",27500.01
"SUB-JA-2018-88163",650570,548753.11,0,"alicante","03590",239900
"SUB-JA-2018-88165",56797.25,36798.97,0,"cordoba","14900",51425.69
"SUB-JA-2018-88171",174900,109148.31,0,"madrid","28033",63200
"SUB-JA-2018-88195",82199,38393.14,0,"badajoz","06240",54200
"SUB-JA-2018-88244",59044.29,7306.69,0,"cadiz","11630",12030
"SUB-JA-2018-88255",129662.35,62613.09,0,"albacete","02600",70901
"SUB-JA-2018-88295",158652.91,209434.66,0,"gerona","17005",73000
"SUB-JA-2018-88346",531200,386786.82,531200,"madrid","28700",469001
"SUB-JA-2018-88369",241395,55636.31,0,"valencia","46133",60000
"SUB-JA-2018-88381",50000,31063.23,0,"alicante","03185",35001
"SUB-JA-2018-88389",297700,42195.99,0,"cuenca","16000",76821.25
"SUB-JA-2018-88427",107085,54054.52,0,"castellon","12185",3212.55
"SUB-JA-2018-88444",177520.3,142799.89,0,"almeria","04760",293755.56
"SUB-JA-2018-88459",13533.39,13533.39,13533.39,"madrid","28011",1000
"SUB-JA-2018-88494",56194.63,13230.13,0,"sevilla","41200",108195
"SUB-JA-2018-88498",2531.2,717.41,0,"albacete","02600",1
"SUB-JA-2018-88510",265418,186771.42,265418,"gerona","17007",131937.85
"SUB-JA-2018-88596",169164.45,92750.53,0,"barcelona","08902",84582.23
"SUB-JA-2018-88598",330812.98,179746.16,0,"cordoba","14730",199000
"SUB-JA-2018-88603",40600,23207.83,0,"caceres","10612",28113
"SUB-JA-2018-88620",107779,61373,0,"cuenca","16400",75445.3
"SUB-JA-2018-88629",61303.2,32320.86,0,"sevilla","41500",52900
"SUB-JA-2018-88638",468253,195339.86,0,"madrid","28939",217000
"SUB-JA-2018-88646",244536.96,50420.77,0,"almeria","04860",82348.82
"SUB-JA-2018-88649",253419.57,168912.51,0,"barcelona","08924",251000
"SUB-JA-2018-88653",160082.55,75473.1,160082.55,"barcelona","08038",100000
"SUB-JA-2018-88672",62280,28732.72,0,"cuenca","16500",37368
"SUB-JA-2018-88704",454135,140767.61,454135,"burgos","09001",157100
"SUB-JA-2018-88706",210124,48201.8,0,"madrid","28019",114583.2
"SUB-JA-2018-88761",475530,229319.31,0,"malaga","29649",208000
"SUB-JA-2018-88774",199867.5,119817.38,0,"baleares","07008",130162
"SUB-JA-2018-88776",119286.42,26662.06,0,"madrid","28026",59643.21
"SUB-JA-2018-88792",481531,813617.86,0,"madrid","28003",580000
"SUB-JA-2018-88810",334000,240977.51,0,"malaga","29631",156000
"SUB-JA-2018-88836",325450,242907.19,0,"barcelona","08810",82800
"SUB-JA-2018-88847",9123296,4710295.4,0,"barcelona","08223",4561649
"SUB-JA-2018-88869",107084.59,129453.52,0,"barcelona","08904",74959.21
"SUB-JA-2018-88872",132700,98352.21,0,"sevilla","41020",109500
"SUB-JA-2018-88936",149700,55978.97,0,"madrid","28017",78300
"SUB-JA-2018-88937",383510.5,181374.87,0,"baleares","07350",192000
"SUB-JA-2018-88942",119674.66,2216.05,119674.66,"vizcaya","48195",50000
"SUB-JA-2018-88944",190291.5,168781.15,0,"barcelona","08800",95145.75
"SUB-JA-2018-88957",271005.57,160657.06,0,"malaga","29640",175609
"SUB-JA-2018-88998",1806014.91,606501.29,0,"madrid","28500",742317.15
"SUB-JA-2018-89002",18066.56,6441.16,0,"alicante","03003",17123
"SUB-JA-2018-89007",195571,111449.63,0,"madrid","28934",97785.5
"SUB-JA-2018-89017",1168369.98,513149.12,0,"albacete","02660",760654.41
"SUB-JA-2018-89020",768042.45,369558.58,0,"baleares","07630",404000
"SUB-JA-2018-89025",109324.8,62808.39,109324.8,"asturias","33930",55000
"SUB-JA-2018-89050",114180,38295.68,114180,"ciudad_real","13200",47400
"SUB-JA-2018-89071",146862,81900.52,0,"madrid","28005",91000
"SUB-JA-2018-89091",45370.63,171992.06,45370.63,"cadiz","11315",2000000
"SUB-JA-2018-89096",182799,81036.26,0,"toledo","45123",91400
"SUB-JA-2018-89100",318648,207845.08,0,"santa_cruz_de_tenerife","38679",224121.41
"SUB-JA-2018-89110",1400000,433024.18,0,"alicante","03610",333500
"SUB-JA-2018-89114",133514.12,77334.08,0,"madrid","28034",66757.1
"SUB-JA-2018-89165",149672.25,60084.14,149672.25,"granada","18760",78300
"SUB-JA-2018-89206",156988,98073.08,0,"guadalajara","19200",78494
"SUB-JA-2018-89208",1439997.12,328509.67,0,"alicante","03503",330000
"SUB-JA-2018-89212",285797.2,155065.51,0,"barcelona","08397",142898.6
"SUB-JA-2018-89219",1506117.76,1113335.01,0,"madrid","28014",1003000
"SUB-JA-2018-89255",252500,177761.93,0,"madrid","28053",176600
"SUB-JA-2018-89262",336000,198159.34,0,"caceres","10810",235202
"SUB-JA-2018-89276",128066.4,48671.05,0,"alicante","03183",48000
"SUB-JA-2018-89289",33640,17400,0,"valencia","46600",60000
"SUB-JA-2018-89311",39040,28676.76,0,"malaga","29620",23900
"SUB-JA-2018-89387",161291.11,91195.2,0,"toledo","45003",111017.4
"SUB-JA-2018-89408",206206,126437,206206,"asturias","33213",103103
"SUB-JA-2018-89434",217446.18,108006.55,0,"madrid","28231",124600
"SUB-JA-2018-89458",1566770.7,496026.71,0,"cadiz","11310",100
"SUB-JA-2018-89468",67373.46,41036.13,0,"sevilla","41004",50134.38
"SUB-JA-2018-89494",7625,16156.48,7625,"madrid","28041",390
"SUB-JA-2018-89535",278880,45767.96,0,"la_coruna","15003",230000
"SUB-JA-2018-89554",211200,227078.29,0,"madrid","28024",67000
"SUB-JA-2018-89567",380553,191474.2,0,"madrid","28330",245409.75
"SUB-JA-2018-89585",80850,113306.01,0,"madrid","28037",40425
"SUB-JA-2018-89600",146880,83744.79,0,"barcelona","08921",114000
"SUB-JA-2018-89601",95079.38,60050.24,0,"barcelona","08620",58067
"SUB-JA-2018-89615",177766.37,145485.37,0,"las_palmas","35110",90000
"SUB-JA-2018-89623",93577.58,38329.29,0,"toledo","45500",78679.5
"SUB-JA-2018-89625",192000,137308.28,192000,"baleares","07680",145600
"SUB-JA-2018-89632",135271.5,90394.12,0,"barcelona","08694",67635.75
"SUB-JA-2018-89655",155700,74852.27,155700,"ciudad_real","13100",96489.43
"SUB-JA-2018-89747",9185.53,3500,0,"valladolid","47250",1175
"SUB-JA-2018-89759",160000,111675.69,0,"madrid","28917",80100
"SUB-JA-2018-89778",343580,243772.31,343580,"gerona","17600",190000
"SUB-JA-2018-89779",95014.24,103367.72,0,"baleares","07400",86900
"SUB-JA-2018-89919",121164.48,37209.41,0,"cordoba","14014",42000
"SUB-JA-2018-89931",5372.89,6816.01,5372.89,"navarra","31621",7915
"SUB-JA-2018-89944",211865,193294.36,0,"alicante","03700",131600
"SUB-JA-2018-89966",160908.5,99836.58,0,"sevilla","41740",64592.5
"SUB-JA-2018-89969",90517.83,60422.96,0,"madrid","28943",79000
"SUB-JA-2018-89989",210000,61360.75,0,"malaga","29620",109890
"SUB-JA-2018-90017",74150,70745.83,74150,"madrid","28980",51200
"SUB-JA-2018-90036",191400,102830.31,0,"caceres","10600",150712
"SUB-JA-2018-90050",306732,194605.43,0,"castellon","12560",286988.22
"SUB-JA-2018-90057",141237.84,123909,0,"madrid","28019",158000
"SUB-JA-2018-90087",8955.28,83127.41,0,"jaen","23001",6270
"SUB-JA-2018-90115",1285100,604798.24,0,"cadiz","11591",643000
"SUB-JA-2018-90119",126658,82852.34,0,"huesca","22770",51013.25
"SUB-JA-2018-90122",318142.88,69110.9,0,"malaga","29679",211000
"SUB-JA-2018-90145",216000,90798.6,0,"castellon","12100",129600
"SUB-JA-2018-90181",130317,61756.57,0,"barcelona","08191",79001
"SUB-JA-2018-90208",127200,68090.48,127200,"santa_cruz_de_tenerife","38700",76717
"SUB-JA-2018-90249",380142,253006.02,0,"barcelona","08201",235433.16
"SUB-JA-2018-90276",155800,36209.87,0,"madrid","28038",57000
"SUB-JA-2018-90287",149646,61513.73,149646,"madrid","28080",125000
"SUB-JA-2018-90326",125125,99171.98,0,"sevilla","41089",87587.5
"SUB-JA-2018-90351",136048,117858,136048,"cantabria","39700",44500
"SUB-JA-2018-90358",244963.2,138147.97,0,"valencia","46540",12248.16
"SUB-JA-2018-90361",201580.5,90980.42,0,"barcelona","08903",120948
"SUB-JA-2018-90362",134095.01,78316.76,0,"santa_cruz_de_tenerife","38684",67047.51
"SUB-JA-2018-90395",60173.75,53784.62,0,"huesca","22500",65000
"SUB-JA-2018-90396",193738.7,64944.35,0,"alicante","03130",116411
"SUB-JA-2018-90405",240000,41371.73,0,"baleares","07350",99001
"SUB-JA-2018-90412",346178.64,43540.5,0,"madrid","28947",44550
"SUB-JA-2018-90444",6200,55135.23,0,"valencia","46540",607
"SUB-JA-2018-90451",172535,68557.39,0,"alicante","03180",98050
"SUB-JA-2018-90462",156308.19,91031.59,0,"alicante","03130",60000
"SUB-JA-2018-90498",18996,11084.8,0,"gerona","17600",8011.2
"SUB-JA-2018-90528",193589.61,237778.27,0,"badajoz","06310",249388
"SUB-JA-2018-90536",251135,225865.64,0,"sevilla","41930",119100
"SUB-JA-2018-90543",258455.48,302274.51,0,"madrid","28021",129200
"SUB-JA-2018-90557",185000,172376.5,0,"madrid","28980",195317.53
"SUB-JA-2018-90560",109303.31,48010.15,0,"sevilla","41006",65581.99
"SUB-JA-2018-90618",259500,118602.44,0,"toledo","45700",129751
"SUB-JA-2018-90627",275201.38,290804.47,0,"sevilla","41110",13760.07
"SUB-JA-2018-90634",162003,130513.96,0,"las_palmas","35600",81001.5
"SUB-JA-2018-90644",256234,183176.07,0,"barcelona","08191",12811.7
"SUB-JA-2018-90655",10100,1058.4,0,"malaga","29640",11401
"SUB-JA-2018-90671",393606,199910.1,0,"barcelona","08023",267756
"SUB-JA-2018-90677",11075.28,83027.33,0,"barcelona","08225",7258.31
"SUB-JA-2018-90692",106041.59,0.01,0,"barcelona","08191",74230
"SUB-JA-2018-90709",275000,6218.76,275000,"malaga","29679",225000
"SUB-JA-2018-90714",589650,277114.29,0,"almeria","04640",295000
"SUB-JA-2018-90720",41800,20565.75,0,"valencia","46900",15000
"SUB-JA-2018-90769",460000,96788.92,0,"madrid","28380",125600
"SUB-JA-2018-90810",193130,137656.14,0,"valencia","46560",99000
"SUB-JA-2018-90860",975487.82,279400.35,0,"baleares","07000",648268.54
"SUB-JA-2018-90870",50000,51530,0,"barcelona","08784",12000
"SUB-JA-2018-90875",203100,164363.26,0,"madrid","28047",77680
"SUB-JA-2018-90897",53758.62,47658.58,0,"madrid","28031",58287.05
"SUB-JA-2018-90917",179231.86,122805.61,0,"barcelona","08033",125462.3
"SUB-JA-2018-90921",296397.35,163550.42,0,"baleares","07620",328908.83
"SUB-JA-2018-90966",138336,112111.29,0,"barcelona","08016",92020
"SUB-JA-2018-90971",179567,107700.79,0,"madrid","28030",140000
"SUB-JA-2018-91011",462000,240244.13,0,"almeria","04604",278000
"SUB-JA-2018-91018",74622.12,11492.28,0,"valencia","46660",19700
"SUB-JA-2018-91061",35284,31824.85,0,"huelva","21810",24750
"SUB-JA-2018-91086",105600,142368.35,0,"huesca","22870",150585.93
"SUB-JA-2018-91088",17100,116040.78,0,"barcelona","08790",8944
"SUB-JA-2018-91090",38991.41,15900,44000,"barcelona","08729",1000
"SUB-JA-2018-91103",138604.4,85306.23,0,"alicante","03203",69302.2
"SUB-JA-2018-91138",161740.8,97461.38,0,"alicante","03012",98000
"SUB-JA-2018-91151",251352.64,122955.52,0,"toledo","45910",125676.32
"SUB-JA-2018-91171",215061,177552.83,0,"malaga","29604",107530.5
"SUB-JA-2018-91176",200000,178488.89,0,"gerona","17486",233833.79
"SUB-JA-2018-91179",243777,298816.02,0,"madrid","28850",96000
"SUB-JA-2018-91232",303277.05,209222.14,0,"barcelona","08860",212293.93
"SUB-JA-2018-91235",230550,122257.85,0,"las_palmas","35625",115276
"SUB-JA-2018-91279",36000,13033.85,0,"almeria","04727",17950
"SUB-JA-2018-91310",44750,15625.71,0,"las_palmas","35660",24000.01
"SUB-JA-2018-91336",990007.2,476540.69,0,"barcelona","08022",617286.02
"SUB-JA-2018-91344",300600,145668.37,0,"barcelona","08530",120000
"SUB-JA-2018-91355",711928.12,810000,0,"alicante","03003",498350
"SUB-JA-2018-91370",193350.32,72137.09,0,"albacete","02002",116010.19
"SUB-JA-2018-91395",518596.26,122650.62,0,"madrid","28002",285000.01
"SUB-JA-2018-91404",228997.03,124812.13,0,"huelva","21800",160300
"SUB-JA-2018-91436",221057.33,136096.43,0,"madrid","28020",130000
"SUB-JA-2018-91471",11886.45,7476.13,0,"santa_cruz_de_tenerife","38670",95000
"SUB-JA-2018-91517",54634.08,62585.38,0,"cadiz","11610",75600
"SUB-JA-2018-91540",184750,57595.35,184750,"valladolid","47014",75000
"SUB-JA-2018-91552",118000,91439.68,0,"madrid","28917",149946.73
"SUB-JA-2018-91593",7320.8,28181.31,0,"huesca","22234",3660.4
"SUB-JA-2018-91608",273000,243303.46,0,"valencia","46136",182007.8
"SUB-JA-2018-91610",903210,458953.14,0,"madrid","28010",632800
"SUB-JA-2018-91642",58574,19298.14,58574,"teruel","44760",36948.74
"SUB-JA-2018-91691",89273.2,57741.14,89273.2,"tarragona","43820",62493
"SUB-JA-2018-91692",178186.31,111240.97,0,"santa_cruz_de_tenerife","38678",124730.42
"SUB-JA-2018-91707",212645,104706.6,212645,"alicante","03340",131000
"SUB-JA-2018-91716",172734.75,95105.37,0,"madrid","28015",86368
"SUB-JA-2018-91742",795283,133255.03,795283,"cadiz","11405",298614.04
"SUB-JA-2018-91760",190526.94,60975.45,0,"alicante","03560",104500
"SUB-JA-2018-91773",7738.33,85963.24,7738.33,"cordoba","14920",5417
"SUB-JA-2018-91777",180690,145759.85,0,"valencia","46138",61000
"SUB-JA-2018-91802",175,119230.39,0,"alicante","03503",98250.01
"SUB-JA-2018-91816",268761.95,1187473.78,0,"madrid","28660",135000.01
"SUB-JA-2018-91824",272777.67,1187473.78,0,"madrid","28660",137000.01
"SUB-JA-2018-91825",272777.67,1187473.78,0,"madrid","28660",137000
"SUB-JA-2018-91836",261326.38,1187473.78,0,"madrid","28660",140000
"SUB-JA-2018-91839",268761.95,1187473.78,0,"madrid","28660",135000
"SUB-JA-2018-91841",244562,1187473.78,0,"madrid","28660",123000
"SUB-JA-2018-91846",266569.83,257978.53,0,"madrid","28860",180000
"SUB-JA-2018-91853",46790,6650.9,0,"barcelona","08914",15000
"SUB-JA-2018-91889",2400,6944.09,2400,"leon","24750",2000
"SUB-JA-2018-91902",287305.99,166126.48,0,"madrid","28053",201000
"SUB-JA-2018-91911",58399,34460.98,0,"alicante","03340",41000
"SUB-JA-2018-91947",290212.5,94324.36,0,"barcelona","08922",130574.25
"SUB-JA-2018-91949",201418.92,157110.93,0,"sevilla","41006",126900
"SUB-JA-2018-91951",158730,118240.65,0,"castellon","12594",80000
"SUB-JA-2018-91960",269678.43,142708.09,0,"alicante","03160",150000
"SUB-JA-2018-92009",42555.76,15737.72,42555.76,"malaga","29602",18528.05
"SUB-JA-2018-92011",147121.59,76176.88,0,"alicante","03169",95500
"SUB-JA-2018-92016",47179.45,113593.12,0,"alicante","03340",45000
"SUB-JA-2018-92022",179863.8,16795.51,179863.8,"la_rioja","26540",21795.55
"SUB-JA-2018-92048",177137.76,108856.35,0,"gerona","17800",106282.66
"SUB-JA-2018-92058",61291.5,88150,0,"caceres","10710",49262.29
"SUB-JA-2018-92061",76616.03,88150,0,"caceres","10710",49262.29
"SUB-JA-2018-92088",286759.71,112338.67,286759.71,"santa_cruz_de_tenerife","38640",201050
"SUB-JA-2018-92117",87420,55810.57,0,"alicante","03330",61194
"SUB-JA-2018-92158",147700,109463.14,0,"madrid","28018",60000
"SUB-JA-2018-92165",127294.14,44993.31,0,"alicante","03203",94920
"SUB-JA-2018-92177",187200,104586.87,0,"las_palmas","35012",94000
"SUB-JA-2018-92180",14372,291477.73,0,"madrid","28045",23600
"SUB-JA-2018-92283",195237.98,93716.69,0,"barcelona","08130",93716.69
"SUB-JA-2018-92287",218914.5,177601.45,0,"castellon","12006",109457.25
"SUB-JA-2018-92305",127065.85,98041,0,"asturias","33210",88946.1
"SUB-JA-2018-92308",143135.79,58604.17,0,"castellon","12594",58604.17
"SUB-JA-2018-92316",254550.6,174632.61,0,"santa_cruz_de_tenerife","38632",184460.33
"SUB-JA-2018-92348",49463.3,47805.78,0,"barcelona","08670",41000
"SUB-JA-2018-92371",1680000,996268.22,0,"cadiz","11500",840000
"SUB-JA-2018-92397",101251.7,84447.58,0,"gerona","17410",80600
"SUB-JA-2018-92413",1675888.5,1662839.67,0,"madrid","28110",840000
"SUB-JA-2018-92426",24000,42182.3,0,"cordoba","14900",5650
"SUB-JA-2018-92441",855530,181186.92,0,"barcelona","08291",335000
"SUB-JA-2018-92443",211500,197416.92,0,"vizcaya","48970",100127.76
"SUB-JA-2018-92481",372460.55,224404.54,0,"madrid","28017",149600
"SUB-JA-2018-92489",77515.1,8697.68,0,"asturias","33540",38760
"SUB-JA-2018-92495",120495.53,7056.4,0,"cordoba","14011",13505
"SUB-JA-2018-92517",267769.59,150000,0,"madrid","28050",141000
"SUB-JA-2018-92539",144416.15,67588.43,0,"santa_cruz_de_tenerife","38670",128500
"SUB-JA-2018-92550",283200,285380.18,0,"madrid","28981",121900
"SUB-JA-2018-92573",222720,232666.51,0,"madrid","28850",161000
"SUB-JA-2018-92590",117714.98,25627.37,0,"cadiz","11408",28596
"SUB-JA-2018-92592",36485.72,11480.67,0,"malaga","29640",20005
"SUB-JA-2018-92612",232249.52,63059.03,0,"valencia","46450",100000
"SUB-JA-2018-92630",109845.34,54262.51,0,"albacete","02640",65907.2
"SUB-JA-2018-92659",205700,182084.17,0,"madrid","28021",102800
"SUB-JA-2018-92664",201100,31441.57,0,"cadiz","11620",59520
"SUB-JA-2018-92675",339400,183664.72,0,"madrid","28009",195250
"SUB-JA-2018-92685",201100,171788.12,0,"baleares","07300",49100
"SUB-JA-2018-92692",481069,300000,0,"malaga","29640",259305
"SUB-JA-2018-92735",257623,168465.99,0,"madrid","28822",128811.5
"SUB-JA-2018-92744",208558,130175.41,0,"santa_cruz_de_tenerife","38680",145990.6
"SUB-JA-2018-92785",161000,161000,0,"albacete","02006",112701
"SUB-JA-2018-92809",140000,95760.58,0,"alicante","03130",93227.49
"SUB-JA-2018-92819",406010,63128.69,0,"cuenca","16740",105226.23
"SUB-JA-2018-92827",95030.59,25110.81,0,"madrid","28027",38000
"SUB-JA-2018-92914",422313,307818.31,0,"barcelona","08291",211156.5
"SUB-JA-2018-92919",231776,103308.29,231776,"madrid","28290",115900
"SUB-JA-2018-92920",82149.3,3568.23,0,"gerona","17486",63710.96
"SUB-JA-2018-92937",190743.51,145096.6,0,"madrid","28005",95371.76
"SUB-JA-2018-92945",183316.5,94993.1,0,"almeria","04638",109989.9
"SUB-JA-2018-92952",247500,232154.82,0,"madrid","28044",114000
"SUB-JA-2018-92983",175000,196249.11,0,"barcelona","08130",186885.78
"SUB-JA-2018-93025",343383.15,92268.35,0,"madrid","28240",180560
"SUB-JA-2018-93053",104740,72756.25,0,"santa_cruz_de_tenerife","38627",62050
"SUB-JA-2018-93071",144892,59277.09,144892,"tarragona","43881",77122.03
"SUB-JA-2018-93136",190000,106151.94,0,"zaragoza","50180",119000
"SUB-JA-2018-93220",603999,205769.54,603999,"alicante","03730",362400
"SUB-JA-2018-93230",10598.08,33536.85,0,"alicante","03014",8306.33
"SUB-JA-2018-93241",115420.3,115420.3,0,"baleares","07010",69000
"SUB-JA-2018-93247",96073.95,37339.6,0,"sevilla","41089",30000
"SUB-JA-2018-93289",23908.26,14727.54,0,"asturias","33920",17200
"SUB-JA-2018-93298",487979.76,422362.36,0,"santa_cruz_de_tenerife","38830",346475
"SUB-JA-2018-93306",57027.81,37786.33,0,"madrid","28400",16100
"SUB-JA-2018-93316",190800,125469.34,0,"gerona","17230",93000
"SUB-JA-2018-93333",104200,29407,0,"huelva","21730",53000.08
"SUB-JA-2018-93344",110405.92,45751.63,0,"barcelona","08225",66243.55
"SUB-JA-2018-93357",142533,111270.96,0,"cadiz","11500",71266.5
"SUB-JA-2018-93372",44100,38217.74,0,"badajoz","06001",58500
"SUB-JA-2018-93404",15900,10211.09,0,"badajoz","06008",5000
"SUB-JA-2018-93417",157000,102667.51,157000,"madrid","28850",41600
"SUB-JA-2018-93482",21850,20646.66,0,"barcelona","08902",11148.02
"SUB-JA-2018-93524",12280,10197,0,"barcelona","08770",12000
"SUB-JA-2018-93535",432608.4,446620.05,432608.4,"tarragona","43880",216304.2
"SUB-JA-2018-93543",127167.75,63582.79,0,"guadalajara","19005",81500
"SUB-JA-2018-93550",502746,300344,0,"barcelona","08860",309300
"SUB-JA-2018-93554",72000,14271.61,0,"gerona","17403",64000
"SUB-JA-2018-93571",215415,118510.01,0,"toledo","45940",107710
"SUB-JA-2018-93575",93200,23699.7,0,"malaga","29631",52593.3
"SUB-JA-2018-93579",240996,240996,0,"madrid","28925",137429.02
"SUB-JA-2018-93615",71400,18114.64,0,"caceres","10460",18114.64
"SUB-JA-2018-93625",336115.62,144330.04,0,"alicante","03795",201850
"SUB-JA-2018-93626",174002.19,125185.77,0,"cordoba","14910",95120
"SUB-JA-2018-93636",66000,9845.96,0,"alicante","03790",15050
"SUB-JA-2018-93637",150906.2,66849,150906.2,"valencia","46184",75453.1
"SUB-JA-2018-93643",85733.59,115204.87,0,"barcelona","08720",4286.68
"SUB-JA-2018-93647",228930.59,153556.68,0,"madrid","28925",114466
"SUB-JA-2018-93652",397109.9,116046.74,397109.9,"barcelona","08105",238265.94
"SUB-JA-2018-93657",10205,10489.44,10205,"valencia","46017",14160
"SUB-JA-2018-93680",389151.39,252596.42,0,"sevilla","41410",121000
"SUB-JA-2018-93686",238235.93,235943.48,238235.93,"barcelona","08912",119117.97
"SUB-JA-2018-93710",65000,4025.75,0,"tarragona","43144",7400
"SUB-JA-2018-93727",13787.25,1495355,0,"madrid","28108",10042
"SUB-JA-2018-93735",156000,99648.82,0,"gerona","17751",94581
"SUB-JA-2018-93737",399448.83,300267.2,0,"madrid","28051",279614.18
"SUB-JA-2018-93771",188519,73160.63,0,"malaga","29640",110800.01
"SUB-JA-2018-93840",739404,321001.47,0,"madrid","28003",425200.03
"SUB-JA-2018-93843",253455.59,242881.22,253455.59,"barcelona","08398",177418.91
"SUB-JA-2018-93847",204408,99587.71,0,"barcelona","08980",127298.9
"SUB-JA-2018-93849",20967.24,2741.18,0,"granada","18516",4000
"SUB-JA-2018-93856",26000.52,8338.25,0,"madrid","28039",13150
"SUB-JA-2018-93858",140000,84345.48,0,"madrid","28039",124000
"SUB-JA-2018-93868",1000080,544590.52,0,"madrid","28008",574200
"SUB-JA-2018-93880",607708,316188.99,0,"baleares","07194",298786
"SUB-JA-2018-93911",120960,111465.03,120960,"cadiz","11160",90000
"SUB-JA-2018-93913",107060,88884.5,0,"santa_cruz_de_tenerife","38670",723001
"SUB-JA-2018-93937",374469.74,275624.33,0,"madrid","28850",190000
"SUB-JA-2018-93996",465000,105369.88,0,"barcelona","08243",131000
"SUB-JA-2018-94000",30216.8,5131.5,0,"alicante","03108",11501
"SUB-JA-2018-94018",277551.98,260968.87,0,"barcelona","08490",49300
"SUB-JA-2018-94035",432728.71,83983.31,0,"sevilla","41016",105500
"SUB-JA-2018-94036",1122000,334368.67,0,"santa_cruz_de_tenerife","38619",562000
"SUB-JA-2018-94084",65900,14729.27,0,"madrid","28200",32950.5
"SUB-JA-2018-94103",101095.5,61117.48,0,"sevilla","41220",3032.87
"SUB-JA-2018-94105",8184,1178.67,0,"zaragoza","50000",2002
"SUB-JA-2018-94106",19665.47,3141.59,0,"cadiz","11205",7200
"SUB-JA-2018-94108",258000,257351.19,0,"guipuzcoa","20200",107033.46
"SUB-JA-2018-94117",17375,15045.89,0,"baleares","07015",21100
"SUB-JA-2018-94120",327193.39,108000.21,0,"sevilla","41700",164000
"SUB-JA-2018-94133",26895,10460.21,0,"baleares","07013",13400
"SUB-JA-2018-94140",82971,38957.47,0,"cordoba","14470",20100
"SUB-JA-2018-94166",57887.63,38268.95,0,"madrid","28038",40522
"SUB-JA-2018-94180",812490,134905.9,0,"madrid","28020",260000
"SUB-JA-2018-94196",230115.6,59288.01,0,"madrid","28033",84374
"SUB-JA-2018-94202",90000,76190.37,0,"madrid","28903",90000
"SUB-JA-2018-94221",173010,122014.52,0,"castellon","12594",71000
"SUB-JA-2018-94276",315834.33,230061.55,0,"barcelona","08303",157917.17
"SUB-JA-2018-94305",110800,71909.46,0,"jaen","23400",77801.5
"SUB-JA-2018-94324",174240,109391.92,0,"santa_cruz_de_tenerife","38678",96000
"SUB-JA-2018-94333",2500,2132.81,0,"alicante","03502",3110
"SUB-JA-2018-94342",1408099.23,629435.21,1408099.23,"barcelona","08850",717332.46
"SUB-JA-2018-94344",313248,302957.1,0,"valencia","46980",318000
"SUB-JA-2018-94348",19819.8,247347.56,19819.8,"cordoba","14940",19820
"SUB-JA-2018-94372",659059.55,150385.96,0,"alicante","03700",308000.01
"SUB-JA-2018-94386",240000,102524.42,0,"madrid","28295",120224.04
"SUB-JA-2018-94406",471900,126061.84,0,"barcelona","08915",190000.2
"SUB-JA-2018-94427",328389.03,209592.65,0,"granada","18151",16419.45
"SUB-JA-2018-94443",158087.27,61847.09,0,"barcelona","08191",94852.36
